# Q = 200 GeV
#   x           F3(W+)e- LO     F3(W-)e+ LO     F3(W+)e- NLO    F3(W-)e+ NLO   F3 W+(e-) NNLO  F3 W-(e+) NNLO              	
1.000000e-05      0.0               0.0               0.0            0.0        3.714085e+02     -3.730705e+02
2.511886e-03      0.0               0.0               0.0            0.0	3.326763e-01     -7.455245e-01
2.818383e-03      0.0               0.0               0.0            0.0	2.604896e-01     -6.705643e-01
3.162278e-03      0.0               0.0               0.0            0.0	2.073991e-01     -5.855796e-01
3.548134e-03      0.0               0.0               0.0            0.0	1.654755e-01     -5.050433e-01
3.981072e-03      0.0               0.0               0.0            0.0	1.279844e-01     -4.425814e-01
4.466836e-03      0.0               0.0               0.0            0.0	8.636730e-02     -4.092973e-01
5.011872e-03      0.0               0.0               0.0            0.0	6.548822e-02     -3.544360e-01
5.623413e-03      0.0               0.0               0.0            0.0	4.260371e-02     -3.147056e-01
6.309573e-03      0.0               0.0               0.0            0.0	2.098427e-02     -2.853212e-01
7.079458e-03      0.0               0.0               0.0            0.0	7.412477e-03     -2.530308e-01
7.943282e-03      0.0               0.0               0.0            0.0	-2.793809e-03    -2.270139e-01
8.912509e-03      0.0               0.0               0.0            0.0	-1.587503e-02    -2.045298e-01
1.000000e-02      0.0               0.0               0.0            0.0	-2.397628e-02    -1.865707e-01
1.122018e-02      0.0               0.0               0.0            0.0	-2.905557e-02    -1.700353e-01
1.258925e-02      0.0               0.0               0.0            0.0	-3.401580e-02    -1.511574e-01
1.412538e-02      0.0               0.0               0.0            0.0	-3.897367e-02    -1.413135e-01
1.584893e-02      0.0               0.0               0.0            0.0	-4.201690e-02    -1.300449e-01
1.778279e-02      0.0               0.0               0.0            0.0	-4.343803e-02    -1.176543e-01
1.995262e-02      0.0               0.0               0.0            0.0	-4.498792e-02    -1.073934e-01
2.238721e-02      0.0               0.0               0.0            0.0	-4.949972e-02    -1.030539e-01
2.511886e-02      0.0               0.0               0.0            0.0	-4.564690e-02    -8.995264e-02
2.818383e-02      0.0               0.0               0.0            0.0	-4.889557e-02    -8.717031e-02
3.162278e-02      0.0               0.0               0.0            0.0	-4.962139e-02    -8.160095e-02
3.548134e-02      0.0               0.0               0.0            0.0	-4.849723e-02    -7.385338e-02
3.981072e-02      0.0               0.0               0.0            0.0	-4.801354e-02    -6.799301e-02
4.466836e-02      0.0               0.0               0.0            0.0	-4.986382e-02    -6.372863e-02
5.011872e-02      0.0               0.0               0.0            0.0	-4.856177e-02    -5.999411e-02
5.623413e-02      0.0               0.0               0.0            0.0	-4.807963e-02    -5.533126e-02
6.309573e-02      0.0               0.0               0.0            0.0	-4.835348e-02    -5.075649e-02
7.079458e-02      0.0               0.0               0.0            0.0	-4.708192e-02    -4.715139e-02
7.943282e-02      0.0               0.0               0.0            0.0	-4.971670e-02    -4.219040e-02
8.912509e-02      0.0               0.0               0.0            0.0	-4.510413e-02    -4.071798e-02
1.000000e-01      0.0               0.0               0.0            0.0	-4.594173e-02    -3.519698e-02
1.122018e-01      0.0               0.0               0.0            0.0	-4.551969e-02    -3.129800e-02
1.258925e-01      0.0               0.0               0.0            0.0	-4.401250e-02    -2.767074e-02
1.412538e-01      0.0               0.0               0.0            0.0	-4.224887e-02    -2.372478e-02
1.584893e-01      0.0               0.0               0.0            0.0	-3.977738e-02    -2.003142e-02
1.778279e-01      0.0               0.0               0.0            0.0	-3.673502e-02    -1.662192e-02
1.995262e-01      0.0               0.0               0.0            0.0	-3.281055e-02    -1.320380e-02
2.238721e-01      0.0               0.0               0.0            0.0	-2.773436e-02    -9.881529e-03
2.511886e-01      0.0               0.0               0.0            0.0	-2.273157e-02    -7.115925e-03
2.818383e-01      0.0               0.0               0.0            0.0	-1.759548e-02    -4.718738e-03
3.162278e-01      0.0               0.0               0.0            0.0	-1.209202e-02    -2.561644e-03
3.548134e-01      0.0               0.0               0.0            0.0	-7.209240e-03    -8.715357e-04
3.981072e-01      0.0               0.0               0.0            0.0	-3.179484e-03    3.577054e-04 
4.466836e-01      0.0               0.0               0.0            0.0	-2.724363e-04    1.040257e-03 
5.011872e-01      0.0               0.0               0.0            0.0	1.510946e-03     1.160246e-03 
5.623413e-01      0.0               0.0               0.0            0.0	2.208484e-03     9.069702e-04 
6.309573e-01      0.0               0.0               0.0            0.0	2.029759e-03     4.961886e-04 
7.079458e-01      0.0               0.0               0.0            0.0	1.314606e-03     1.667935e-04 
7.943282e-01      0.0               0.0               0.0            0.0	5.391022e-04     2.683562e-05 
8.912509e-01      0.0               0.0               0.0            0.0	7.237002e-05     4.779557e-07 
